Gene,Allele,Locus Name,Allele Name,Synonyms of Allele,Phenoptype,Chromosome,Marker Type,Mutant Type,
ul,--,upright leaf, , ,Upright leaf., ,Morph,SPON,
um,--,umbrosa, , ,"Mature leaves darker green, wilted appearance; later growth stunted; reduced root growth.",1,Morph,RAD,
um-2,--,umbrosa-2, ,um2,"Small, lax bush; smaller pinnae, dark green to dull gray-green.", ,Morph, ,
um-3,--,umbrosa-3, ,um3,"Broad, crowded, dark green pinnae; small leaves, short internodes; small, erect bush.", ,Morph, ,
un,--,unijuga, ,un1,"Very small plant; narrow pinnae, cotyledons; fewer flowers.", ,Morph, ,
und,--,undulatifolia, , ,"Habit flatter than normal; cotyledons and primary leaves are narrow, acuminate, and margins are deeply notched; leaf segments small, keeled, wavy, and dull light grey-green.", ,Morph, ,
uni,--,unicaulis, , ,"Weak, thin, upright, growth with great suppression of branching.",11,Morph,RAD,
uni,(1s),unicaulis, ,"suc-2, suc2,  uni^2","Purplish grey green seedlings; leaves and pinnae smaller, short, rounded,",11,Morph, ,
uni-2,--,unicaulis-2, ,uni2,"Narrow, slightly deformed cotyledons; very small pinnae, leaves, and plant; slow-growing.", ,Morph, ,
uni-3,--,unicaulis-3, ,uni3,Strongly retarded growth and branching; pinnae 1/3 normal size; strong anthocyanin., ,Morph, ,
uni-4,--,unicaulis-4, ,uni4,"Retarded growth and branching; very small, keeled pinnae.", ,Morph, ,
up,--,upright pedicel, , ,"Pedicels straight, oriented upward.",11,Morph,SPON,
upg,--,upright growth, , ,upright growth habit., ,Morph,SPON,
v,--,virescent, , ,"White virescent seedlings, white leaf margins; stunted growth.",11,Morph, ,
v-2,--,virescent-2, ,v2,New leaves pale under greenhouse conditions; frequently undistinguishable in field.,2,Morph,SPON,
v-3,--,virescent-3, ,V3,"Leaves small, green and white patterned virescent. Expression may be dominant.",4,Morph,RAD,
va,dec,varia,decolorata, ,Bright yellow-green virescent.,8,Morph,RAD,
va,virg,varia,virgata, ,Like va:dec except older leaves retain yellow in region of veins.,8,Morph,RAD,
va-2,--,varia-2, ,va2,Smaller plant; at flowering whitish yellow-green zones move from pinnae tips to bases., ,Morph, ,
val,--,valida, ,val1,"Sturdy shoots; firm, keeled, rugose, light green pinnae, blue-green below in the shoots.", ,Morph, ,
var,--,variabilis, , ,"Leaves light green, yellow-green virescent; slightly smaller plant with shorter internodes.",7,Morph,RAD,
var-2,--,variabilis-2, ,var2,"Smaller plant; at flowering shiny yellow-green growth zones, later turning light green.", ,Morph, ,
Ve,--,Verticillium resistance, , ,Resistance to Verticillium wilt.,9,Disease,SPON,
ven,--,venosa, , ,"Variably reduced growth; tiny folded leaves, whitish yellow with green veins.",4,Morph,RAD,
ver,--,versicolor, ,"yv-4, ver1",Younger leaves with fine mottling of yellow; green veins.,4,Morph,RAD,
ver-2,--,versicolor-2, ,ver2,"Smaller plant, leaves; light green pinnae weakly flecked in white, margins strongly uprolled.", , , ,
ves,--,versiformis, ,ves1,"Pinnae pointed, keeled, bright green; unripe fruit darker.",6,Morph, ,
ves-2,--,versiformis-2, ,vf,"Small, compact plant; dainty, shiny, yellowish pinnae, wavy margin.", ,Morph,RAD,
vg,--,vegetative, , ,Greatly deformed and usually functionless flowers.,4,Morph,SPON,
vga,--,virgulta, ,vga1,"Smaller plant; short internodes; dull-green foliage, light yellow-green growing points.",8,Morph,RAD,
vga-2,--,virgulta-2, ,vga2,"Leaves yellowish light-green, green margins and veins.", ,Morph, ,
vi,--,villous, , ,Stems very hairy.,1,Morph,SPON,
vio,--,violacea, , ,Heavy anthocyanin on stems and veins; dull light green leaf color., ,Morph,RAD,
vio-2,--,violacea-2, ,vio2,"Light green foliage; shoot tips, petioles, leaf veins with strong anthocyanin.", ,Morph, ,
vir,--,viridis, , ,"Early leaves dark green, third order leaf divisions.", ,Morph,RAD,
vlg,--,virescent light green, , ,"Seedlings 1/3 normal size with light green virescence, leaves broad,; mature plants normal size, leaves light green.",2,Morph,CHEM,
vms,--,variable male-sterile, , ,"Abortive anthers, reduced corolla high temperature; normal otherwise.",8,Morph,SPON,
vo,--,virescent orange, , ,"Yellow virescent; mature leaves pale bluish green; fruit flesh orange, redder in outer walls.", ,Morph,SPON,
vra,--,viridula, ,vra1,"Small plant; boat-shaped, dull light-green pinnae, wavy margin.", ,Morph,RAD,
vra-2,--,viridula-2, ,vra2,"Yellowish light green leaves, darken after onset of flowering; growth retardation.", ,Morph, ,
vrd,--,viroid, , ,"Scalloped cotyledons; highly distorted leaves with white speckled chlorosis; extreme environmental sensitivity, winter expression best.",1,Morph, ,
vt,--,vieta, , ,Plants attain 1/3-1/2 size; habit erect with robust main stem and few branches; young pinnae slightly undulated; foliage color normal except yellow-green virescent., ,Morph,RAD,
vta,--,virgatula, , ,Plants reach 1/4-1/2 normal size; cotyledons narrow; plant color dull light grey-green; stems blue with anthocyanin; young leaf segments rugose and striped yellow-olive., ,Morph, ,
w,--,wiry, , ,"Cotyledons narrow, often with irregular margins; lower leaves nearly normal, but upper ones progressively become narrower until some are reduced to a threadlike midrib; all flower parts tend to be dialytic and highly abnormal; calyx tends to be petaloid; corolla greatly reduced; anther subulate and without pollen; pistil proliferated into many carpels, tending to be free and incompletely closed; completely sterile.",4,Morph,RAD,
w-2,--,wiry-2, ,w2,"More extreme strap shaped leaves, petals, and sepals than wiry, plant sterile.", ,Morph, ,
w-3,--,wiry-3, ,"w3, w2","Resembles wiry, except ovary more syncarpous.", ,Morph,RAD,
w-4,--,wiry-4, ,w4,Similar to previously described wiry mutants; leaves progressively more reduced.,4,Morph,SPON,
w-5,--,wiry-5, ,w5,Resembles previously described wiry mutants., ,Morph, ,
w-6,--,wiry-6, , ,"Cotyledons with shorter lamina, longer petiole, bent downward, grey-green; primary leaf almost string-like, later also strongly epinastic; next leaves with sac-like terminal segment on hair-like petiole; later leaves with 1-5 lateral segments, often partly fused; corrolla segments narrow; plants 1/3 to 1/2 normal size; produces seed in field.  Typical w phenotype can be selfed.", ,Morph,RAD,
w-7,--,wiry-7, , ,Smilar to w-6 but with more extreme expression and less fruit set; not allelic to w-6., ,Morph, ,
w-8,--,wiry-8, , ,Similar to w-7., ,Morph, ,
Wa,--,White anthers, , ,Anthers white or cream-colored.,8,Morph,SPON,
wd,--,wilty dwarf, , ,"Grayish-green, droopy leaves; stunted plants; leaves droop when drought stressed.",9,Morph,SPON,
wf,--,white flower, , ,"Corolla color is buff, light tan, or white.",3,Morph,RAD,
Wlt,--,Wilty, , ,Leaves overwilt when drought stressed.  Wilting under field or greenhouse conditions; marginal leaf narcrosis., ,Morph,SPON,
Wo,--,Wooly, , ,"All vegetative parts, including hypocotyl densely tomentose, the long hairs being more abundant, branched, and stellate, but no longer than normal.  Increased development of other hair types.  Homozygous lethal, dhying before or in cotyledon stage, rarely later.  Homozygous seedlings exceedingly tomentose and with abnormally thick and shortened hypocotyl and cotyledons.",2,Morph,SPON,
Wo,m,Wooly, , ,Pelage on all parts wooly but less than Wo; homozygous viable; heterozygote intermediate.,2,Morph,SPON,
Wo,mz,Wooly,Mel Zobel, ,"All parts densely pubescent; leaves have a velvety, wilty appearance; resembles Wo^m and is homozygous viable.",2,Morph,SPON,
Wo,v,Wooly, , ,Denser hairiness than Wo; homozygous lethal.,2,Morph,SPON,
wt,--,wilty, , ,Leaf margins curl adaxially,5,Morph,SPON,
wt-2,--,wilty-2, ,wt2,Leaf margin rolled upwards at all stages., ,Morph, ,
wv,--,white virescent, , ,"Plant retarded; cotyledons whitish yellow; leaves become white virescent, always with white speckled.",2,Morph,SPON,
wv-2,--,white virescent-2, , ,"White, green-veined virescent, plant retarded.",9,Morph,SPON,
wv-3,--,white virescent-3, , ,"Seedling 1/20 normal size, cotyledons, white or greenish white, virescent.",11,Morph,SPON,
x,--,gametophytic factor, , ,Ineffective microgametes associated with I.,11,Morph,SPON,
x-2,--,gametophytic factor-2, , ,Altered transmission rate associated with c., ,Morph, ,
Xa,--,Xanthophyllic, , ,"Cotyledons and leaves always distinguished from normal by yellow color, which, however, varies with the light intensity; under diffuse light or short day conditions, plants are light green, but under more intense light, plants become bright yellow, the light green plants growing and setting fruit better than the yellow ones; homozygous lethal, having bright yellow color, becoming white, shorter hypocotyl, and narrow cotyledons, and dying before two weeks old.",10,Morph,SPON,
Xa-2,--,Xanthophyllic-2, ,"Xa2, A",Resembles Xa.,10,Morph,RAD,
Xa-3,--,Xanthophyllic-3, ,Xa3,Darker green than Xa.,10,Morph,RAD,
xan,--,xantha, ,xan1,Yellow cotyledons; lethal., ,Morph, ,
xan-2,--,xantha-2, ,xan2,Yellow cotyledons; lethal., ,Morph,RAD,
xan-3,--,xantha-3, ,xan3,Yellow cotyledons; lethal., ,Morph, ,
xan-4,--,xantha-4, ,xan4,Yellow cotyledons; lethal., ,Morph,RAD,
xan-5,--,xantha-5, ,xan5,Yellow cotyledons; survives under optimal conditions., ,Morph, ,
y,--,colorless fruit epidermis, , ,"Fruit epidermis lacks normal yellow pigmentation; as a result, fruit appears pink instead of red..",1,Morph,SPON,
yc,--,yellow calyx, , ,Calyx turns yellow when fruit ripens., ,Morph,SPON,
yg,--,yellow-green, ,yg1,"All foliage yellow-green, vireescent.", ,Morph, ,
yg,slo,yellow-green, , , , ,Morph, ,
yg-2,--,yellow-green-2, ,"yc, yg282, yg2",Foliage chlorotic yellow-green under all conditions; long hypocotyls.,12,Morph,RAD,
yg-2,aud,yellow-green-2, ,"yg-2^r, aud",All foliar parts bright yellow under all conditions.,12,Morph,SPON,
yg-3,--,yellow-green-3, ,"yg3, yg330, ye",Resembles yg4 with leaves appearing ragged., ,Morph,RAD,
yg-4,--,yellow-green-4, ,"yg4, yl, yg333","Foliage chlorotic whitish yellow-green under all conditions; leaves more deeply serrate, edges curled.", ,Morph,RAD,
yg-5,--,yellow-green-5, ,"yw, yg388, yg5",Very yellow cotyledons and leaves; slow growing; good plant viability., ,Morph,RAD,
yg-7,--,yellow-green-7, , ,"Leaves light yellow-green, dotted in early growth; flowers normal; pollen inviable; growth weak.  Radiation induced.", ,Morph,RAD,
yg-8,--,yellow-green-8, , ,Leaves bright yellow at all stages.,8,Morph, ,
yg-9,--,yellow-green-9, , ,"Pronounced yellow-green leaves, becoming somewhat darker with age.", ,Morph,SPON,
ys,--,yellow seedlings, , ,Lethal in early stage., ,Morph, ,
yv,--,yellow virescent, , ,Pale yellow-green; virescent foliage.,6,Morph,SPON,
yv,2,yellow virescent, ,"vel^2, vel1^2","Smaller, irregular bush; short internodes; soft yellow, velvety growing points shading to normal green below; smaller than vel.",6,Morph,RAD,
yv,3,yellow virescent, ,vel,"Light yellow-green leaves, paler at growing point, which has velvety appearance.",6,Morph,RAD,
yv,ms,yellow virescent,masculosterilis, ,Male-sterile allele of yv; seedling yellow becoming yellow green (field) or light green (greenhouse).,6,Morph, ,
yv,mut,yellow virescent,mutabilis, ,Male sterile variegated allele of yv; green color frequently mutating to yv: ms,6,Morph, ,
yv-2,--,yellow virescent-2, , ,"Smaller, irregular bush; short internodes; soft yellow, velvety growing points shading to normal green below; smaller than vel. C. R.", ,Morph,SPON,
yv-4,--,yellow virescent-4, , ,"Narrow, yellow green leaflets, dark green veins, becoming irregular, grey green.", ,Morph,SPON,
